frame	id	x	y	warped_x	warped_y	peak_value	warped_pv	climbed_wpv	dis	pid
1	281	890.0000	770.0000	890.0000	767.0000	0.7910	0.7910	0.0000	0.0000	0.0000
0	282	875.0000	777.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	282	875.0000	779.0000	875.0000	777.0000	0.7839	0.7839	0.0000	0.0000	0.0000
0	283	1138.0000	779.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	283	1138.0000	779.0000	1138.0000	779.0000	0.7911	0.7911	0.0000	0.0000	0.0000
0	284	1194.0000	786.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	284	1194.0000	786.0000	1194.0000	786.0000	0.7946	0.7946	0.0000	0.0000	0.0000
0	285	1229.0000	786.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	285	1230.0000	786.0000	1229.0000	786.0000	0.8109	0.8109	0.0000	0.0000	0.0000
0	286	969.0000	789.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	286	971.0000	788.0000	969.0000	789.0000	0.7894	0.7894	0.0000	0.0000	0.0000
0	287	1068.0000	789.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	287	1067.0000	789.0000	1068.0000	789.0000	0.7788	0.7788	0.0000	0.0000	0.0000
0	288	635.0000	790.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	288	637.0000	790.0000	635.0000	790.0000	0.8107	0.8107	0.0000	0.0000	0.0000
0	289	37.0000	793.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	289	37.0000	793.0000	37.0000	793.0000	0.7696	0.7696	0.0000	0.0000	0.0000
0	290	379.0000	792.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	290	384.0000	792.0000	379.0000	792.0000	0.8104	0.8104	0.0000	0.0000	0.0000
0	291	531.0000	800.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	291	534.0000	800.0000	531.0000	800.0000	0.7946	0.7946	0.0000	0.0000	0.0000
0	292	762.0000	804.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	292	765.0000	803.0000	762.0000	804.0000	0.7673	0.7673	0.0000	0.0000	0.0000
0	293	1194.0000	802.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	293	1197.0000	802.0000	1194.0000	802.0000	0.7821	0.7821	0.0000	0.0000	0.0000
0	294	660.0000	804.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	294	663.0000	804.0000	660.0000	804.0000	0.8045	0.8045	0.0000	0.0000	0.0000
0	295	420.0000	807.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	295	423.0000	807.0000	420.0000	807.0000	0.8078	0.8078	0.0000	0.0000	0.0000
0	296	1217.0000	807.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	296	1215.0000	807.0000	1217.0000	807.0000	0.7854	0.7854	0.0000	0.0000	0.0000
0	297	730.0000	809.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	297	731.0000	809.0000	730.0000	809.0000	0.7588	0.7588	0.0000	0.0000	0.0000
0	298	530.0000	810.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	298	535.0000	810.0000	530.0000	810.0000	0.7857	0.7857	0.0000	0.0000	0.0000
0	299	491.0000	812.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	299	494.0000	812.0000	491.0000	812.0000	0.5403	0.5403	0.0000	0.0000	0.0000
0	300	1152.0000	812.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	300	1151.0000	812.0000	1152.0000	812.0000	0.3981	0.3981	0.0000	0.0000	0.0000
0	301	1131.0000	816.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	301	1131.0000	816.0000	1131.0000	816.0000	0.3053	0.3053	0.0000	0.0000	0.0000
0	302	278.0000	819.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	302	282.0000	819.0000	278.0000	819.0000	0.7956	0.7956	0.0000	0.0000	0.0000
0	303	879.0000	816.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	303	879.0000	818.0000	879.0000	816.0000	0.7625	0.7625	0.0000	0.0000	0.0000
0	304	961.0000	819.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	304	962.0000	819.0000	961.0000	819.0000	0.7959	0.7959	0.0000	0.0000	0.0000
0	305	916.0000	819.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	305	916.0000	821.0000	916.0000	819.0000	0.7783	0.7783	0.0000	0.0000	0.0000
0	306	900.0000	821.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	306	900.0000	823.0000	900.0000	821.0000	0.7578	0.7578	0.0000	0.0000	0.0000
0	307	1276.0000	829.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	307	1276.0000	829.0000	1276.0000	829.0000	0.7649	0.7649	0.0000	0.0000	0.0000
0	308	664.0000	833.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	308	664.0000	833.0000	664.0000	833.0000	0.7613	0.7613	0.0000	0.0000	0.0000
0	309	746.0000	833.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	309	743.0000	833.0000	746.0000	833.0000	0.7606	0.7606	0.0000	0.0000	0.0000
0	310	640.0000	837.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	310	640.0000	836.0000	640.0000	837.0000	0.7184	0.7184	0.0000	0.0000	0.0000
0	311	775.0000	844.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	311	772.0000	844.0000	775.0000	844.0000	0.6038	0.6038	0.0000	0.0000	0.0000
0	312	1052.0000	845.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	312	1052.0000	845.0000	1052.0000	845.0000	0.8009	0.8009	0.0000	0.0000	0.0000
0	313	882.0000	850.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	313	880.0000	850.0000	882.0000	850.0000	0.7756	0.7756	0.0000	0.0000	0.0000
0	314	1061.0000	852.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	314	1061.0000	852.0000	1061.0000	852.0000	0.7876	0.7876	0.0000	0.0000	0.0000
0	315	968.0000	856.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	315	968.0000	855.0000	968.0000	856.0000	0.7759	0.7759	0.0000	0.0000	0.0000
0	316	824.0000	858.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	316	820.0000	858.0000	824.0000	858.0000	0.7774	0.7774	0.0000	0.0000	0.0000
0	317	995.0000	863.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	317	995.0000	863.0000	995.0000	863.0000	0.7771	0.7771	0.0000	0.0000	0.0000
0	318	1018.0000	868.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	318	1018.0000	868.0000	1018.0000	868.0000	0.7983	0.7983	0.0000	0.0000	0.0000
0	319	648.0000	870.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	319	648.0000	870.0000	648.0000	870.0000	0.4776	0.4776	0.0000	0.0000	0.0000
0	320	974.0000	879.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	320	974.0000	877.0000	974.0000	879.0000	0.6990	0.6990	0.0000	0.0000	0.0000
0	321	1042.0000	880.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	321	1042.0000	878.0000	1042.0000	880.0000	0.7827	0.7827	0.0000	0.0000	0.0000
0	322	912.0000	887.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	322	911.0000	887.0000	912.0000	887.0000	0.7513	0.7513	0.0000	0.0000	0.0000
0	323	911.0000	903.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	323	910.0000	903.0000	911.0000	903.0000	0.4363	0.4363	0.0000	0.0000	0.0000
0	324	1038.0000	917.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	324	1038.0000	915.0000	1038.0000	917.0000	0.7510	0.7510	0.0000	0.0000	0.0000
0	325	713.0000	927.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	325	713.0000	927.0000	713.0000	927.0000	0.7632	0.7632	0.0000	0.0000	0.0000
0	326	941.0000	933.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	326	940.0000	933.0000	941.0000	933.0000	0.7651	0.7651	0.0000	0.0000	0.0000
0	327	1055.0000	943.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	327	1055.0000	943.0000	1055.0000	943.0000	0.7642	0.7642	0.0000	0.0000	0.0000
0	328	1070.0000	952.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	328	1070.0000	953.0000	1070.0000	952.0000	0.7419	0.7419	0.0000	0.0000	0.0000
0	329	1021.0000	954.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	329	1021.0000	954.0000	1021.0000	954.0000	0.7813	0.7813	0.0000	0.0000	0.0000
0	330	872.0000	954.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	330	872.0000	956.0000	872.0000	954.0000	0.7697	0.7697	0.0000	0.0000	0.0000
0	331	932.0000	957.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	331	931.0000	957.0000	932.0000	957.0000	0.7584	0.7584	0.0000	0.0000	0.0000
0	332	1038.0000	957.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	332	1038.0000	957.0000	1038.0000	957.0000	0.7882	0.7882	0.0000	0.0000	0.0000
0	333	851.0000	964.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	333	851.0000	966.0000	851.0000	964.0000	0.7674	0.7674	0.0000	0.0000	0.0000
0	334	994.0000	974.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	334	994.0000	974.0000	994.0000	974.0000	0.7890	0.7890	0.0000	0.0000	0.0000
0	335	1076.0000	994.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	335	1076.0000	995.0000	1076.0000	994.0000	0.7343	0.7343	0.0000	0.0000	0.0000
0	336	959.0000	1017.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	336	959.0000	1017.0000	959.0000	1017.0000	0.7584	0.7584	0.0000	0.0000	0.0000
0	337	1064.0000	1020.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	337	1064.0000	1018.0000	1064.0000	1020.0000	0.7387	0.7387	0.0000	0.0000	0.0000
0	338	1068.0000	1073.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	338	1068.0000	1073.0000	1068.0000	1073.0000	0.7479	0.7479	0.0000	0.0000	0.0000
0	339	900.0000	1077.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	339	900.0000	1075.0000	900.0000	1077.0000	0.6113	0.6113	0.0000	0.0000	0.0000
0	340	866.0000	1075.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	340	866.0000	1076.0000	866.0000	1075.0000	0.4534	0.4534	0.0000	0.0000	0.0000
